renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,Location,renovation_cost
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 409, ""Kitchen"": 421, ""Other/Custom"": 356}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",2288,Rochdale,135711.48
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 196, ""Kitchen"": 181, ""Other/Custom"": 187}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",965,Sale,75218.4
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 443, ""Kitchen"": 361, ""Other/Custom"": 384}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",4173,Wigan,130946.38999999998
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [283, 301, 318, 264], ""bathrooms"": [], ""other"": {""Kitchen"": 324}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""Yes""]",2161,Manchester City Centre,204448.35
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [247, 258, 250, 243], ""bathrooms"": [137, 115], ""other"": {""Living room"": 404}}","{""bedrooms"": [322, 322, 0, 322], ""bathrooms"": [0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No"", ""Yes"", ""No"", ""Yes"", ""No""]",2440,Trafford,300024.93000000005
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 373, ""Kitchen"": 440}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No""]",3644,Bolton,83450.87
"[""Bedroom"", ""Other/Custom""]",8,0,"{""bedrooms"": [290, 267, 285, 247, 305, 269, 294, 264], ""bathrooms"": [], ""other"": {""Other/Custom"": 413}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3892,Wigan,356578.6
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 340, ""Other/Custom"": 428}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",3218,Bury,82432.47
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 396, ""Other/Custom"": 425}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",1960,Manchester City Centre,83574.26
"[""Full renovation""]",5,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2979}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",2979,Withington,303435.66000000003
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [141], ""other"": {""Living room"": 340}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",2149,Cheadle,78833.95999999999
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [255, 249, 276, 277], ""bathrooms"": [], ""other"": {""Other/Custom"": 344}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",2158,Stretford,202510.56
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [140], ""other"": {""Other/Custom"": 337}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",2826,Cheadle,96982.20000000001
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 340, ""Other/Custom"": 420}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",1796,Trafford,99847.04999999999
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [140], ""other"": {""Living room"": 303}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No""]",1691,Rochdale,81306.03
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [109], ""other"": {""Other/Custom"": 300}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 214.85314685314685}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1506,Prestwich,62762.11
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [231, 221], ""bathrooms"": [108], ""other"": {""Kitchen"": 276}}","{""bedrooms"": [0, 200.5990675990676], ""bathrooms"": [0], ""other"": {""Kitchen"": 179.16783216783216}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""Yes""]",1263,Chorlton,120111.79999999999
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 319, ""Kitchen"": 303, ""Other/Custom"": 309}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""Yes""]",1554,Didsbury,102027.51000000001
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [256, 290, 287], ""bathrooms"": [150, 131], ""other"": {""Living room"": 412}}","{""bedrooms"": [322, 0, 322], ""bathrooms"": [151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No"", ""Yes"", ""Yes"", ""No"", ""No""]",2126,Ashton-under-Lyne,261458.58
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [131], ""other"": {""Other/Custom"": 309}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1577,Rochdale,60416.8
"[""Bedroom"", ""Bathroom"", ""Living room""]",8,4,"{""bedrooms"": [268, 293, 289, 322, 247, 304, 274, 295], ""bathrooms"": [113, 136, 127, 128], ""other"": {""Living room"": 333}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [151, 0, 0, 0], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [""High-end"", ""High-end"", ""High-end"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes""]",3757,Wigan,557699.0900000001
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,"{""bedrooms"": [305, 260, 272], ""bathrooms"": [127, 132], ""other"": {""Kitchen"": 412}}","{""bedrooms"": [322, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""No""]",1525,Chorlton,188438.06
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [138], ""other"": {""Other/Custom"": 351}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",3538,Wigan,89244.17000000001
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,6,"{""bedrooms"": [313, 310, 276, 270, 320, 252, 310], ""bathrooms"": [113, 143, 119, 117, 115, 124], ""other"": {""Kitchen"": 345}}","{""bedrooms"": [322, 0, 0, 322, 0, 0, 0], ""bathrooms"": [151, 0, 0, 151, 0, 151], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""Yes""]",3685,Tameside,593003.2200000001
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 367, ""Kitchen"": 424, ""Other/Custom"": 392}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",3740,Wigan,130946.38999999998
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [267, 272, 250, 273], ""bathrooms"": [138, 131], ""other"": {""Living room"": 306}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",2179,Stretford,276370.57
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [191, 215], ""bathrooms"": [107], ""other"": {""Other/Custom"": 282}}","{""bedrooms"": [0, 187.32167832167832], ""bathrooms"": [0], ""other"": {""Other/Custom"": 166.0979020979021}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""Yes""]",1174,Stockport,119282.49
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",2,1,"{""bedrooms"": [238, 234], ""bathrooms"": [106], ""other"": {""Other/Custom"": 297}}","{""bedrooms"": [0, 222.37995337995338], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""No""]",1409,Rochdale,112089.84
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [273, 275, 261, 300], ""bathrooms"": [], ""other"": {""Living room"": 352}}","{""bedrooms"": [0, 322, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""No"", ""No"", ""No""]",2191,Salford,196483.91
"[""Full renovation""]",1,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1015}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",1015,Manchester City Centre,102714.11
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [166], ""bathrooms"": [], ""other"": {""Living room"": 194}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",1044,Levenshulme,46757.869999999995
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 126, ""Kitchen"": 117, ""Other/Custom"": 121}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 88.15384615384616, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",406,Salford,70637.77
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [131], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",6870,Altrincham,77994.06
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [110], ""other"": {""Other/Custom"": 294}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1466,Withington,56873.59
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,"{""bedrooms"": [305, 314, 253], ""bathrooms"": [146, 139], ""other"": {""Kitchen"": 425}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",1673,Ashton-under-Lyne,249448.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 425, ""Other/Custom"": 391}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",3665,Wigan,100388.44
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [115], ""bathrooms"": [], ""other"": {""Living room"": 127}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 88.66710875331566}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",415,Manchester City Centre,52322.72
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [117], ""other"": {""Living room"": 381}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes""]",4066,Trafford,88299.73999999999
"[""Bedroom"", ""Other/Custom""]",5,0,"{""bedrooms"": [251, 245, 279, 298, 285], ""bathrooms"": [], ""other"": {""Other/Custom"": 409}}","{""bedrooms"": [0, 322, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes""]",2834,Oldham,258686.99000000002
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [258, 255, 260, 264, 254, 259], ""bathrooms"": [], ""other"": {""Living room"": 385}}","{""bedrooms"": [322, 322, 0, 0, 0, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No""]",3364,Bury,314196.27
"[""Full renovation""]",1,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 828}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Full renovation"": 118.55140186915888}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",828,Stockport,75530.32
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [127], ""other"": {""Living room"": 330}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No""]",2148,Stretford,78473.44
"[""Bedroom"", ""Kitchen""]",5,0,"{""bedrooms"": [321, 286, 276, 251, 271], ""bathrooms"": [], ""other"": {""Kitchen"": 357}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3366,Tameside,247372.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [100], ""other"": {""Other/Custom"": 265}}","{""bedrooms"": [], ""bathrooms"": [95.71328671328672], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1256,Chorlton,54160.93
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 438, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1987,Stretford,85099.95999999999
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 271, ""Other/Custom"": 269}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1272,Manchester City Centre,52094.56
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 393, ""Kitchen"": 444, ""Other/Custom"": 384}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1703,Prestwich,110300.51000000001
"[""Bedroom"", ""Other/Custom""]",6,0,"{""bedrooms"": [317, 319, 272, 267, 322, 273], ""bathrooms"": [], ""other"": {""Other/Custom"": 357}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3189,Bury,273600.11
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [290, 318, 312, 278], ""bathrooms"": [], ""other"": {""Kitchen"": 363}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""Yes""]",2416,Prestwich,207603.19
