renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 324, ""Other/Custom"": 188}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 123, ""Other/Custom"": 2}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",769,Levenshulme,48638.67,189558.5
"[""Bedroom""]",1,0,"{""bedrooms"": [98], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [38], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {}}","[""Yes""]",2150,Altrincham,37798.84,903000.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 268}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 95}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",445,Manchester City Centre,25693.14,155750.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 230}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 268}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",2073,Trafford,52947.11,687199.5
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 668}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 280}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",1061,Prestwich,194696.77,238725.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [212], ""bathrooms"": [], ""other"": {""Other/Custom"": 268}}","{""bedrooms"": [248], ""bathrooms"": [], ""other"": {""Other/Custom"": 31}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",962,Stockport,54982.3,212602.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 273}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 238}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",912,Bury,24911.84,230736.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 221}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 85}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes""]",980,Prestwich,22839.97,323400.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 224}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 160}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes""]",937,Bury,23161.35,237061.0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [77], ""other"": {""Kitchen"": 225}}","{""bedrooms"": [], ""bathrooms"": [59], ""other"": {""Kitchen"": 189}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",2473,Altrincham,75617.07,778995.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 192, ""Other/Custom"": 293}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 118, ""Other/Custom"": 63}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1552,Oldham,58918.05,263840.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 183}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 327}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes""]",1249,Stockport,30589.4,324740.0
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [91, 115], ""other"": {""Kitchen"": 319}}","{""bedrooms"": [], ""bathrooms"": [61, 83], ""other"": {""Kitchen"": 151}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""No""]",1380,Wigan,97440.71,217350.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 275, ""Kitchen"": 346}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 176, ""Kitchen"": 252}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end""}}","[""No"", ""Yes""]",1378,Tameside,77637.51000000001,227370.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [89, 89, 110], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [35, 39, 100], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""No""]",600,Salford,65482.14,142800.0
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [50, 74], ""other"": {""Living room"": 176}}","{""bedrooms"": [], ""bathrooms"": [5, 56], ""other"": {""Living room"": 178}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes""]",1491,Oldham,83884.7,223650.0
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [216, 170, 166], ""bathrooms"": [], ""other"": {""Kitchen"": 298}}","{""bedrooms"": [2, 102, 219], ""bathrooms"": [], ""other"": {""Kitchen"": 53}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",2058,Altrincham,166207.5,648270.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [95], ""other"": {""Living room"": 237}}","{""bedrooms"": [], ""bathrooms"": [57], ""other"": {""Living room"": 253}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes""]",1111,Stretford,61482.649999999994,311635.5
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,3,"{""bedrooms"": [160], ""bathrooms"": [96, 99, 77], ""other"": {""Other/Custom"": 224}}","{""bedrooms"": [245], ""bathrooms"": [76, 53, 80], ""other"": {""Other/Custom"": 7}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""No"", ""Yes""]",1539,Wigan,146904.21,242392.5
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 241, ""Other/Custom"": 288}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 176, ""Other/Custom"": 55}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",860,Didsbury,59600.07,307020.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [42, 72], ""other"": {""Other/Custom"": 87}}","{""bedrooms"": [], ""bathrooms"": [46, 18], ""other"": {""Other/Custom"": 205}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No"", ""No""]",1354,Cheadle,84517.96,416355.0
"[""Bedroom""]",1,0,"{""bedrooms"": [82], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [161], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes""]",733,Salford,23374.31,225764.0
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [45], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [113], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes""]",1392,Prestwich,24030.3,459360.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [64, 78], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [85, 46], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""No""]",993,Chorlton,40476.88,397200.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 251, ""Kitchen"": 234}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 210, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",1875,Sale,85070.20999999999,520312.5
"[""Full renovation""]",1,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1057}}","{""bedrooms"": [0], ""bathrooms"": [0], ""other"": {""Full renovation"": 413}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1526,Trafford,101357.3,446355.0
"[""Full renovation""]",4,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 664}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 124}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",981,Bury,161874.25999999998,169222.5
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [50, 93], ""other"": {""Living room"": 440}}","{""bedrooms"": [], ""bathrooms"": [22, 32], ""other"": {""Living room"": 223}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No""]",1586,Bury,98808.54,273585.0
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,3,"{""bedrooms"": [164], ""bathrooms"": [80, 50, 50], ""other"": {""Living room"": 316}}","{""bedrooms"": [13], ""bathrooms"": [78, 80, 64], ""other"": {""Living room"": 3}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]",1370,Tameside,139417.65,226050.0
"[""Bedroom""]",2,0,"{""bedrooms"": [90, 127], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [229, 56], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""No""]",1871,Altrincham,83226.4,589365.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 187}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 153}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes""]",633,Salford,23374.31,194964.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [99, 42], ""other"": {""Other/Custom"": 110}}","{""bedrooms"": [], ""bathrooms"": [39, 81], ""other"": {""Other/Custom"": 92}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes""]",1057,Rochdale,72611.17,150622.5
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [154], ""bathrooms"": [79], ""other"": {}}","{""bedrooms"": [131], ""bathrooms"": [55], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {}}","[""No"", ""No""]",1998,Altrincham,81941.41,629370.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [41, 75, 120], ""other"": {""Living room"": 389}}","{""bedrooms"": [], ""bathrooms"": [2, 5, 21], ""other"": {""Living room"": 276}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""Yes""]",1012,Stretford,89952.42,250470.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [91, 113], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [28, 52], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end""], ""other"": {}}","[""No"", ""Yes""]",1900,Trafford,91231.14,555750.0
"[""Full renovation""]",1,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 549}}","{""bedrooms"": [0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 42}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",857,Sale,137008.45,237817.5
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 237}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 177}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",896,Prestwich,24497.62,295680.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 180}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 4}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",856,Rochdale,22945.53,178904.0
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [55, 73], ""other"": {""Kitchen"": 314}}","{""bedrooms"": [], ""bathrooms"": [53, 89], ""other"": {""Kitchen"": 58}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""Yes""]",1799,Altrincham,120124.11,566685.0
"[""Full renovation""]",4,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 784}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 277}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1131,Withington,198861.49,271440.0
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [177, 93, 191, 98], ""bathrooms"": [], ""other"": {""Other/Custom"": 126}}","{""bedrooms"": [30, 42, 120, 25], ""bathrooms"": [], ""other"": {""Other/Custom"": 211}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes"", ""No"", ""No"", ""Yes""]",1432,Trafford,142562.91,418860.0
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,"{""bedrooms"": [199], ""bathrooms"": [62], ""other"": {""Other/Custom"": 169}}","{""bedrooms"": [185], ""bathrooms"": [53], ""other"": {""Other/Custom"": 12}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes""]",1534,Tameside,81451.09,253110.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [178], ""bathrooms"": [], ""other"": {""Other/Custom"": 263}}","{""bedrooms"": [62], ""bathrooms"": [], ""other"": {""Other/Custom"": 1}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",994,Oldham,45679.94,168980.0
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,1,"{""bedrooms"": [136, 156, 156, 101], ""bathrooms"": [51], ""other"": {""Living room"": 266}}","{""bedrooms"": [110, 38, 67, 146], ""bathrooms"": [31], ""other"": {""Living room"": 22}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No""]",1662,Cheadle,234078.86,511065.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [113], ""other"": {""Living room"": 156}}","{""bedrooms"": [], ""bathrooms"": [79], ""other"": {""Living room"": 287}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes""]",2429,Altrincham,92560.17,765135.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 287, ""Other/Custom"": 294}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 8, ""Other/Custom"": 62}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1780,Bolton,85192.66,280350.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [91, 47, 39], ""other"": {""Living room"": 396}}","{""bedrooms"": [], ""bathrooms"": [83, 81, 6], ""other"": {""Living room"": 88}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes"", ""Yes""]",1115,Prestwich,103628.6,250875.0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 430, ""Kitchen"": 253, ""Other/Custom"": 298}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 238, ""Kitchen"": 26, ""Other/Custom"": 147}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No""]",1746,Altrincham,125631.34,549990.0
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,"{""bedrooms"": [82], ""bathrooms"": [51], ""other"": {""Kitchen"": 149}}","{""bedrooms"": [64], ""bathrooms"": [114], ""other"": {""Kitchen"": 157}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""Yes""]",1105,Levenshulme,88919.25,240337.5
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,3,"{""bedrooms"": [167, 173], ""bathrooms"": [89, 79, 81], ""other"": {""Living room"": 436}}","{""bedrooms"": [98, 31], ""bathrooms"": [62, 10, 87], ""other"": {""Living room"": 99}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]",1362,Stockport,157202.62999999998,265590.0
"[""Bedroom""]",2,0,"{""bedrooms"": [174, 124], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [200, 52], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes""]",1126,Withington,58994.4,306272.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 349, ""Kitchen"": 120}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 125, ""Kitchen"": 23}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1175,Trafford,56007.3,389512.5
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 321, ""Other/Custom"": 203}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 87, ""Other/Custom"": 42}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1963,Altrincham,73577.98,618345.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 115}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 252}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes""]",1069,Ashton-under-Lyne,33069.69,229835.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [73, 83], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [80, 40], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""No""]",2230,Cheadle,80448.20999999999,685725.0
"[""Bedroom"", ""Bathroom""]",1,2,"{""bedrooms"": [137], ""bathrooms"": [52, 72], ""other"": {}}","{""bedrooms"": [215], ""bathrooms"": [37, 2], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",920,Wigan,68209.34999999999,164220.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [86], ""other"": {""Other/Custom"": 103}}","{""bedrooms"": [], ""bathrooms"": [15], ""other"": {""Other/Custom"": 45}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1101,Ashton-under-Lyne,49456.77,201207.75
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,3,"{""bedrooms"": [128], ""bathrooms"": [74, 118, 76], ""other"": {""Kitchen"": 195}}","{""bedrooms"": [15], ""bathrooms"": [95, 97, 88], ""other"": {""Kitchen"": 139}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""Yes"", ""No"", ""Yes""]",1294,Withington,148726.63,310560.0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [83, 43, 94], ""other"": {""Kitchen"": 156}}","{""bedrooms"": [], ""bathrooms"": [79, 7, 71], ""other"": {""Kitchen"": 153}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No"", ""Yes""]",952,Levenshulme,93194.44,207060.0
